alpha,delta,class,redshift
345.423924549768,23.9647446857398,GALAXY,0.4740704
135.37623635388,42.7683273771609,GALAXY,0.6326854
230.861087573742,46.5368652099924,GALAXY,0.5939884
120.951331985928,41.8199468261492,GALAXY,0.5023846
153.360327410222,15.998273983831,GALAXY,0.7917021
197.590960235868,33.1764358415941,GALAXY,0.3082863
156.816652514487,56.944720129496,GALAXY,0.4266886
159.660477429337,5.34995420245479,GALAXY,0.5432018
244.558638049839,25.3305378632941,GALAXY,0.2191196
231.416176684683,32.7246984705149,GALAXY,0.292747
155.004548262922,24.1678737429268,GALAXY,0.1441921
155.219571946347,24.2427209173956,GALAXY,0.04069763
347.565429863317,-1.88757359319297,GALAXY,0.8155687
348.973232105204,-1.8703235565293,GALAXY,0.799771
237.540105020093,33.7197889092659,GALAXY,0.193515
5.80839230542574,-1.05276666161338,GALAXY,0.6812496
15.8059129672649,-1.05681496988877,GALAXY,0.1082131
166.016934450458,16.7660608715677,GALAXY,0.5292884
158.85549704264,58.0905454826402,GALAXY,0.7219745
352.152215209622,20.1019241473143,GALAXY,0.3709848
353.486672942071,20.1635838203104,GALAXY,0.2982582
2.08103718072942,20.5446252495979,GALAXY,0.3873063
241.623426254064,54.167550391859,GALAXY,0.1085284
151.339087471086,49.4096643884462,GALAXY,0.5671554
233.663871351038,31.5959572339871,GALAXY,0.06560035
346.323697497414,11.3367126023187,GALAXY,0.2651756
10.1139554813355,-8.17720835569393,GALAXY,0.1308573
125.928325380873,41.4689590679058,GALAXY,0.5380754
148.480195214239,5.86838301134957,GALAXY,0.4510657
128.764275659634,4.04449720732488,GALAXY,0.4061293
127.196975790008,3.851750045868,GALAXY,0.4354195
129.391692403505,4.19741841600112,GALAXY,0.2665354
136.663161541236,4.92316234994036,GALAXY,0.482653
340.068322636679,-0.336132563585491,GALAXY,0.05672755
235.82007029177,30.5235007086541,GALAXY,0.6044082
234.785777012864,30.9238884941137,GALAXY,0.1725525
233.441281671226,31.6756710214918,GALAXY,0.08979027
129.63140545333,28.8720071135388,GALAXY,0.584038
328.377094733578,18.3845316453895,GALAXY,0.5113565
317.722003823269,8.12500497368354,GALAXY,0.3844053
214.922436827752,56.6217209471839,GALAXY,1.030206
119.622157975084,30.6508250696396,GALAXY,0.1574298
132.779938716822,41.1590234396064,GALAXY,0.7259415
131.259281270218,39.9209518007492,GALAXY,0.4572499
140.302165092039,45.212662851421,GALAXY,0.08245081
44.2471230639156,3.06817971402171,GALAXY,0.7743795
44.7265666957076,3.11334562361395,GALAXY,0.8388935
131.98236776486,46.4042859880015,GALAXY,0.4355204
2.8264303181403,16.1736504365019,GALAXY,0.2130592
167.339270617103,32.5254031328087,GALAXY,0.4983662
117.467037878214,28.5368328471044,GALAXY,0.6549623
226.865804611071,52.6374142646734,GALAXY,0.6235121
246.273518575376,27.6881898056934,GALAXY,0.2205371
352.607075713205,20.1243340311681,GALAXY,0.6802183
210.797401546892,27.2338324461969,GALAXY,0.5675423
178.056074150688,68.0521244967767,GALAXY,0.2040912
130.99283651192,29.7210657599268,GALAXY,0.20808
133.95142720699,31.4733524989675,GALAXY,0.7835737
127.115773040592,27.3318651314715,GALAXY,0.5884271
338.055763072446,22.8229558415703,GALAXY,0.8553548
344.01775353691,23.7624607287874,GALAXY,0.3582624
128.713522009009,38.3204685444501,GALAXY,0.6524535
8.35258522858345,12.0595604590937,GALAXY,0.3758881
10.219572321535,11.995424593723,GALAXY,0.5372346
316.894513942459,7.8041290148394,GALAXY,0.494965
32.2896249585594,-1.15628340905876,GALAXY,0.9356022
243.918745020904,25.5933569442272,GALAXY,0.3183751
344.137888720029,-0.338069126560141,GALAXY,0.7994075
329.32195200266,18.5599688522349,GALAXY,0.6776466
351.314679107641,11.5917920671657,GALAXY,0.2954488
26.7977503888872,11.1794646387521,GALAXY,0.3573802
27.9242093408653,10.9933576007642,GALAXY,0.3637663
331.690804962778,-0.361522165595374,GALAXY,0.1431009
242.413211888934,26.7674440777974,GALAXY,0.076949
148.59137518097,4.75163335417045,GALAXY,0.08200276
122.734614039191,39.1121154806443,GALAXY,0.2285923
188.085037720684,7.63866765477364,GALAXY,0.1326597
191.793507542397,7.46399229132599,GALAXY,0.09666708
172.809267504333,35.9891684279455,GALAXY,0.4095968
179.514869868595,36.3393914316824,GALAXY,0.5655412
179.858931221283,36.5295745562237,GALAXY,0.615721
154.748459355224,24.0636786982731,GALAXY,0.884706
347.128186925346,-1.86291681519649,GALAXY,0.3008167
14.12311386509,15.1428154441234,GALAXY,0.07877007
6.6444816581818,15.2135925744324,GALAXY,0.3018337
127.710775317311,1.75303677883163,GALAXY,0.1826014
173.650656960363,67.8735874006286,GALAXY,0.06369793
134.28198754702,24.1047924298565,GALAXY,1.605999
148.52759107374,48.4363285947799,GALAXY,0.5370854
147.496327718313,54.0541557018493,GALAXY,0.2097814
134.148710618396,31.5668627122509,GALAXY,0.8185251
341.05143575594,20.6557675857688,GALAXY,0.4963034
231.90428895798,32.3615013278023,GALAXY,0.07802096
335.866038830825,10.4062095656864,GALAXY,0.1326093
11.0357627069722,11.91987359064,GALAXY,0.7813894
317.604768468999,8.07698391927666,GALAXY,0.0942995
345.309053694724,19.2090272536697,GALAXY,0.6291372
29.0268525266845,10.9705896519246,GALAXY,0.3557285
136.935012957914,1.20901942228707,GALAXY,0.5170939
342.957505838433,23.6453821300676,GALAXY,0.3093552
170.162974122107,5.57784538026332,GALAXY,0.6020917
199.076555253939,7.48294850639487,GALAXY,0.2147559
174.276274089974,7.48724009689156,GALAXY,0.1329391
197.594703570163,7.32057721872833,GALAXY,0.1233327
164.746943194844,32.1169660284874,GALAXY,0.4879495
148.670321566244,15.2903156960854,GALAXY,0.959106
154.875242501535,16.2119851750648,GALAXY,0.5925828
137.085885285917,1.31457732889735,GALAXY,0.3858348
340.069662429914,-0.336288280029302,GALAXY,0.05680115
333.306419524868,-0.257726561058556,GALAXY,0.09072599
237.377139354001,29.5741159847269,GALAXY,0.3372244
235.146562092421,30.8600443711618,GALAXY,0.1751483
339.392479020996,20.3172184856197,GALAXY,0.8074447
152.006316043417,23.5640624288521,GALAXY,0.7953371
40.9936010883202,3.5839874116133,GALAXY,0.869821
156.365046678284,50.9110625583285,GALAXY,0.19285
117.392141255266,28.36067648352,GALAXY,0.3302669
15.8659404120046,30.4906956590805,GALAXY,0.2346958
330.938693348489,26.5009073860856,GALAXY,0.4700655
31.429252274734,-1.16834663537747,GALAXY,0.5430654
148.55895316838,48.4791926624783,GALAXY,0.06958709
164.279591275018,52.717208161819,GALAXY,0.4677621
169.601493915539,53.3823144612163,GALAXY,0.1066301
171.709284135566,59.3401591607802,GALAXY,0.3025913
204.324863874873,58.6421557247297,GALAXY,0.6880944
189.745726503665,59.9397934899721,GALAXY,0.216226
169.901675138931,7.16563527181417,GALAXY,0.5343176
144.855506034582,31.2856445423321,GALAXY,1.017365
140.804621117984,35.0157398613602,GALAXY,0.5712382
351.400038261525,11.5489776281361,GALAXY,0.537867
356.277110725283,11.8690569065694,GALAXY,0.4168783
20.5939391778743,11.6242561467215,GALAXY,0.5560926
329.672984042729,18.52048284546,GALAXY,0.4060943
7.75948996782137,11.9596716965769,GALAXY,0.2560004
318.59178804908,1.95823311769998,GALAXY,0.6008514
193.198092438515,47.996692450617,GALAXY,0.06656864
335.387255109913,19.7388157755925,GALAXY,0.6599079
8.07161931972638,-8.20024314097945,GALAXY,0.2360411
127.473619969732,3.87696276746506,GALAXY,0
65.0397687234967,28.0887726048429,GALAXY,1.519867E-05
224.639295076212,39.92890268202,GALAXY,0.7668843
332.426058618027,21.6937546086639,GALAXY,0.3393387
350.522027750841,19.7412083839239,GALAXY,0.5195997
346.253597382129,21.2844059509757,GALAXY,0.6473706
1.5971712343478,16.1931784923311,GALAXY,0.4966182
185.333269762471,7.65740262794949,GALAXY,0.6656599
198.298056041059,7.35535736183144,GALAXY,0.09120741
339.96737128322,-0.413464371720309,GALAXY,0.8606555
1.05501713612168,-7.9435644513435,GALAXY,0.3293384
215.039273710805,3.77982883265308,GALAXY,0.718499
346.63956680064,-1.94870575715932,GALAXY,0.7025208
162.27603145438,25.6264223544843,GALAXY,0.8185346
195.144496373712,37.0719410168525,GALAXY,0.01549949
243.303226575627,53.004321287613,GALAXY,0.6506304
223.306705247108,61.3437407038674,GALAXY,0.5879827
226.200208336879,60.1245721694591,GALAXY,0.1935788
176.612765656138,20.8304984018259,GALAXY,0.02291247
159.769205416089,51.7136305293806,GALAXY,0.4657404
160.66383792172,51.7927253929238,GALAXY,0.250452
169.461822350918,53.3922923175047,GALAXY,0.08796614
343.985968294769,-0.395504231212924,GALAXY,0.8801352
244.101395828477,25.6609256526735,GALAXY,0.6373383
143.415759828605,36.2897862892923,GALAXY,0.2856816
141.638912675951,35.3032405934715,GALAXY,0.6643953
339.042550941731,-0.29011333237728,GALAXY,0.7653434
19.6321934524439,11.5306966257925,GALAXY,0.659658
211.56047995134,4.00993863782639,GALAXY,0.6195701
12.7489369033106,15.1109868992464,GALAXY,0.5284802
198.419684283985,47.5332190002222,GALAXY,0.1042068
201.241973729577,47.1349033661898,GALAXY,0.2721211
197.085220166944,47.6081015357552,GALAXY,0.424661
207.360500616241,46.0702970519501,GALAXY,0.1656117
342.133413696084,-0.275945004767785,GALAXY,0.9731965
232.513651143165,32.0741238824039,GALAXY,0.08012502
340.933222845093,20.6661256215513,GALAXY,0.3783322
134.735234805504,42.1427166826862,GALAXY,0.7980464
340.716460758796,23.2545809582024,GALAXY,0.9287896
126.62304941083,36.5763944160992,GALAXY,0.1799815
122.33375193153,38.7800533759337,GALAXY,0.4693685
192.321231601617,7.51098023615511,GALAXY,0.5662462
175.882701697617,7.40814507521931,GALAXY,0.0748936
250.729898286328,21.0376380610324,GALAXY,0.08665197
249.242646413748,22.2143817240385,GALAXY,0.5421405
7.12255634528363,-7.93428439762251,GALAXY,0.2970767
151.154548729604,49.1945473239477,GALAXY,0.466994
332.156614972056,18.9897547052253,GALAXY,0.6757851
229.262935863911,33.707384842596,GALAXY,0.08014397
11.6584682079209,11.9955083941347,GALAXY,0.5424361
10.2838231700538,20.4386564656906,GALAXY,0.1442122
26.957436411715,19.1705131418372,GALAXY,0.6868526
146.097054071486,47.5318428877158,GALAXY,0.5466723
144.289948120491,46.5467134254964,GALAXY,0.3170241
147.827108502071,47.9931347243777,GALAXY,0.5709381
147.930652632063,48.02729787523,GALAXY,0.5572393
258.457829963764,24.0278393955437,GALAXY,0.1438863
135.28283013166,48.2782837009423,GALAXY,0.1493143
351.628203328376,19.8220442846204,GALAXY,0.5849912
343.28144317762,19.0187107431894,GALAXY,0.4766415
127.871886251675,27.8367978733126,GALAXY,0.4113897
127.149886441525,27.3225578779944,GALAXY,0.2147884
131.435509641888,30.0530350011928,GALAXY,0.5061739
132.016833944657,30.3625677994621,GALAXY,0.3871033
134.853444075776,31.9885588037292,GALAXY,0.5050038
121.640391661865,32.5046315049267,GALAXY,0.5432467
137.187348524901,43.596884732508,GALAXY,0.1769563
334.400311750253,22.114617650826,GALAXY,0.3913992
229.747877154169,33.316774473831,GALAXY,0.06829368
359.946315947019,12.0193178414178,GALAXY,0.2020687
0.417823184773283,11.9258118352445,GALAXY,0.1991118
21.1892615302124,11.497822338085,GALAXY,0.3642362
9.28921199277655,-1.18836613846144,GALAXY,0.01360298
8.03459091204905,-8.29966590795505,GALAXY,0.4744844
129.0847521702,4.20638620515579,GALAXY,0.4654807
323.459836643902,8.8134463379009,GALAXY,0.6563538
137.995478601132,10.7792721454897,GALAXY,0.1620465
123.433838059091,42.1405836730443,GALAXY,0.06452066
153.157823292838,15.9531917100234,GALAXY,0.8311257
177.674242020708,47.519113665551,GALAXY,0.7033492
190.008757643613,33.7468960298649,GALAXY,0.362726
335.513139377463,-0.311128205600426,GALAXY,0.5211602
169.867785215917,7.30332865357551,GALAXY,0.5297031
39.7386375114325,3.50717614099756,GALAXY,0.7664615
168.62147211043,53.3474224645755,GALAXY,0.1057135
175.670495682796,54.2009081362377,GALAXY,0.6432206
9.3977494757259,15.218404176112,GALAXY,0.6287262
5.51917582307459,30.8422683424381,GALAXY,0.8150764
346.554734393018,-1.80654163273526,GALAXY,0.770532
233.935764633043,35.800527987224,GALAXY,0.5038168
128.67013862043,1.66857038717735,GALAXY,0.5137759
141.237738166548,2.14017724557046,GALAXY,0.4227676
172.679925728662,6.70785262618738,GALAXY,0.4771487
179.63050043704,68.0595405160587,GALAXY,0.5219579
331.947657061199,-0.267837745555326,GALAXY,0.7245792
233.471110160437,31.7247663201844,GALAXY,0.2000235
241.041778966603,27.5769015969832,GALAXY,0.1655436
145.549370959429,47.1048746910244,GALAXY,0.5998621
146.816587802092,47.6149290009767,GALAXY,0.4820231
229.696324169402,33.4533996935008,GALAXY,0.08394211
238.987144052163,28.6224499639866,GALAXY,0.07638396
349.864446594789,33.390211243489,GALAXY,0.3310528
176.857193853171,68.1215758436742,GALAXY,0.2035564
180.43861665381,54.3366624348533,GALAXY,0.6892806
337.519825990179,-0.309739497843627,GALAXY,0.08159095
334.656168771428,22.318112986672,GALAXY,0.3648643
335.102247354208,22.3319876066566,GALAXY,0.4255837
126.304128486982,36.5111691134095,GALAXY,0.03871051
135.656066017035,32.513309684743,GALAXY,0.7282699
348.78973666856,11.4469176388559,GALAXY,0.5174491
16.3783679147306,11.6926811669341,GALAXY,0.501989
44.6352467226498,3.06317063886637,GALAXY,0.3347892
186.366196335783,33.8429488001771,GALAXY,0.5282845
183.897274588526,7.69396819247487,GALAXY,0.07335922
186.546725898756,7.66692597117443,GALAXY,0.06548726
209.619897436417,6.94311147935923,GALAXY,0.06524521
347.654066296833,-1.82528507503635,GALAXY,0.663325
343.133918948513,29.6247871749802,GALAXY,0.3030107
164.229121509562,52.6731985897096,GALAXY,0.1909315
144.888991393198,46.9966176294679,GALAXY,0.3219176
222.242155548332,3.4298085163278,GALAXY,0.5050672
130.346803906513,1.84737475914194,GALAXY,0.5565746
19.3718561293592,11.6810194152446,GALAXY,0.2814006
25.2030963736951,11.2298703216559,GALAXY,0.5245491
152.094509568471,46.2984476223375,GALAXY,0.53434
163.826099174967,49.1598571405782,GALAXY,0.5691207
232.422770990329,21.0257204239149,GALAXY,0.165353
343.864358433773,-0.230265986188296,GALAXY,0.8699791
43.6855158928805,3.1374180306963,GALAXY,0.8742242
6.8659368593451,-7.15472611247529,GALAXY,0.480609
11.5053932596637,15.2505818301416,GALAXY,0.1739477
331.864752417414,18.9907860296913,GALAXY,0.3233079
234.418851388966,31.2367621546881,GALAXY,0.09958511
232.900937737312,32.0126082888025,GALAXY,0.4952438
253.906418782342,18.6639314380644,GALAXY,0.1448874
145.141215403416,28.2924783721657,GALAXY,0.9170158
241.954341942714,26.9458477977131,GALAXY,0.2130378
356.170529331044,11.9328297911239,GALAXY,0.3963717
335.75041214085,-0.337589532818346,GALAXY,0.7601635
336.230187371326,-0.383978191061459,GALAXY,0.1424896
336.402264596858,-0.417446174637826,GALAXY,0.1424108
333.872622063729,-0.293213536956864,GALAXY,0.704735
231.331664156178,32.598877672792,GALAXY,0.3480716
234.942697576911,30.8877835860029,GALAXY,0.4798102
231.039014109406,32.8560319408547,GALAXY,0.06893987
144.792647749594,5.90597011122552,GALAXY,0.4521807
145.861061594718,14.7807402051602,GALAXY,0.7770531
176.589154088483,33.5180263473573,GALAXY,0.5752388
346.892582803622,-1.84183814463469,GALAXY,0
347.272667138011,-1.91971401638229,GALAXY,0.565562
176.104758853217,7.49984688853141,GALAXY,0.06732304
173.698060092285,7.49118589618683,GALAXY,0.1348035
64.8116972411467,15.3814686320625,GALAXY,0
228.018826281523,52.053657194399,GALAXY,0.7075449
175.54125179317,54.1280740185109,GALAXY,0.5280164
152.63151912139,2.41782810423268,GALAXY,0.09397458
156.578719605442,2.45617657134302,GALAXY,0.5334712
345.825489312108,19.3188017573167,GALAXY,0.3067582
340.132800847819,2.82626867463981,GALAXY,0.481558
214.775024111636,26.2313894390266,GALAXY,0.01519774
199.025375497128,28.856142898038,GALAXY,0.1214937
172.321930306005,53.7062513544695,GALAXY,0.02719878
167.988896284918,58.9247990654915,GALAXY,0.2967201
132.583420478846,30.6920404384919,GALAXY,0.119817
144.613176242995,31.1335853460741,GALAXY,0.2452259
137.987536497922,33.6895533900076,GALAXY,0.06334326
240.201831588421,27.9862150408061,GALAXY,0.1695982
232.122831536487,32.2842065722804,GALAXY,0.5863497
14.2446883859649,11.8621845093806,GALAXY,0.5995894
318.829350422336,8.10013327074353,GALAXY,0.33156
332.174503643246,19.1522232839286,GALAXY,0.5566612
340.713641519273,20.6688994579441,GALAXY,0.4535773
166.673644616347,-2.47546924968161,GALAXY,0.5478455
335.628542130249,-0.295779173913075,GALAXY,0.5119041
339.086575435628,-0.268632914788989,GALAXY,0.2054989
10.6863995994689,32.5427385435384,GALAXY,0.01595428
140.006415267441,11.1089781807911,GALAXY,0.1174453
186.743590823537,33.7668039091761,GALAXY,0.5920233
359.077265650657,20.1674359252899,GALAXY,0.6425288
158.062604254631,24.7534398074884,GALAXY,0.7317168
200.508103115224,66.5794352708902,GALAXY,0.06764524
192.929569597167,29.482004245822,GALAXY,0.5531614
346.105506694858,2.86384992174959,GALAXY,0.506718
357.153884911047,2.95101189722525,GALAXY,0.4721483
8.03288152712321,22.2607896046938,GALAXY,0.8069552
359.939806082204,26.4497281507822,GALAXY,0.8906856
123.611556529946,39.7507213060454,GALAXY,0.0922523
5.46604500701631,20.3671261289832,GALAXY,0.6223869
131.958968849657,30.4020350934833,GALAXY,0.3390315
135.890170033988,32.6110156454203,GALAXY,0.5049229
242.940228210986,26.1957537870393,GALAXY,0.07644869
349.129859541447,11.5107357329581,GALAXY,0.2387468
323.692721747172,8.99196504804734,GALAXY,0.5624258
23.9052801158756,-1.08095992111176,GALAXY,0.8876982
5.65743022750796,-1.05712216659161,GALAXY,0.794432
165.385783288073,66.9597612254199,GALAXY,0.1120085
345.676151754948,19.2410194359706,GALAXY,0.6341733
358.86606919699,30.5914033096481,GALAXY,0.2892574
245.147365515041,24.8155077884642,GALAXY,0.09509417
348.434479426857,11.4540489047673,GALAXY,0.3252977
11.4969934766648,11.816594194782,GALAXY,0.4713614
119.540073834483,30.3908993209894,GALAXY,0.4432446
