obj_ID,alpha,delta,g,r,class,redshift
1.2376788600759916E+18,345.398730706119,12.4441815834532,20.73872,20.26263,STAR,-0.0002843429
1.237673809190191E+18,117.194622281718,18.2139721189485,20.34323,19.12561,STAR,-2.317323E-05
1.2376794774747226E+18,10.998728112231,22.3029552923648,21.70719,21.61994,STAR,-0.0005449813
1.2376719398017436E+18,244.492344508909,62.2123248496223,19.90134,19.27378,STAR,-0.0008264504
1.2376709610886922E+18,39.9228604260878,29.1740987604919,17.17159,16.50847,STAR,-0.0003521187
1.2376785980882296E+18,354.789256803295,3.15242622082285,23.31997,21.40303,STAR,-0.0001758737
1.2376788584765855E+18,11.6329311064156,11.883205065143,20.68017,19.89845,STAR,-0.0008350843
1.2376606359957012E+18,157.458304827344,44.496611725549,18.60859,17.88211,STAR,6.939128E-05
1.2376727633674895E+18,346.298919352357,22.2575169074629,16.34096,15.82576,STAR,-0.0006000673
1.23766621192795E+18,267.100962499544,26.4115168283346,19.97246,19.35656,STAR,-0.0003409578
1.2376728165132534E+18,348.088922351083,21.5680329794451,15.64554,14.89235,STAR,-6.108134E-05
1.2376575897753357E+18,145.4937189504,47.2585619769513,20.5454,19.10692,STAR,0.0002418318
1.237667537997726E+18,127.906269651555,14.3604893979166,21.01187,19.47783,STAR,0.0002537247
1.2376799982374756E+18,348.357046187459,-1.78062669736893,21.69707,20.67831,STAR,-0.0002140445
1.237679477466006E+18,349.387068008833,21.63116724556,21.73839,21.62845,STAR,-0.0003421121
1.237662341093E+18,253.435087347491,18.9996631209576,16.19948,15.37064,STAR,-0.0001151185
1.2376551083704325E+18,153.167930119901,55.8788778810081,24.2255,22.49268,STAR,-0.0002290259
1.2376575897757944E+18,146.895164565001,47.693252738946,20.02798,19.70991,STAR,-0.0003922264
1.237680272037053E+18,334.888035941745,19.5167661972771,22.04026,20.83457,STAR,-0.0001980562
1.237666210855716E+18,270.444198101085,24.3984115730986,19.401,19.06583,STAR,-0.0003679161
1.2376576085719124E+18,124.127364468297,38.2413889393056,20.35624,19.56327,STAR,-5.664595E-05
1.2376728165148265E+18,349.748226694186,18.296711787742,19.83793,18.97273,STAR,-0.000628342
1.2376728165121395E+18,346.713234205928,23.7666056093546,19.05378,18.03956,STAR,5.706418E-05
1.2376728165133192E+18,347.983267066827,21.4015229699514,18.7437,18.24179,STAR,-9.648257E-05
1.2376709610882337E+18,39.4089705041412,28.2861327043459,17.23142,17.01336,STAR,-0.0002114776
1.2376622680809152E+18,243.588554439593,4.24659588939956,18.85438,18.24816,STAR,-5.438548E-05
1.2376503704879762E+18,193.869564455261,-2.53134513491899,20.71644,20.41322,STAR,0.0003804625
1.2376785980968799E+18,14.7033917357983,3.18915982619556,20.3176,20.04783,STAR,-0.0004662299
1.237678860064654E+18,319.186216908235,9.49341580392247,17.4443,16.52038,STAR,-0.0001884816
1.237679503238562E+18,344.150675623022,18.3779143457039,20.28085,19.68565,STAR,-0.0001212981
1.2376623421660856E+18,252.787152894006,20.5397212466499,17.00706,16.58839,STAR,-0.0008064987
1.2376805077270536E+18,1.67836806481398,34.2504993394636,20.59146,20.13864,STAR,-0.0002885459
1.2376655671466396E+18,221.243716751723,21.3252168528809,20.87372,19.32022,STAR,-0.0001371376
1.2376803112298752E+18,1.79451629654557,32.5846714870918,23.03734,21.72902,STAR,-0.0002186752
1.237660635982398E+18,124.653189506697,28.766514747846,22.00999,21.39169,STAR,-0.0001436769
1.2376622680808492E+18,243.432054530944,4.31318780933361,17.47085,16.86022,STAR,-0.0001376987
1.2376788584781583E+18,15.2372704044433,11.8716266931263,21.76865,21.77098,STAR,0.0004469056
1.2376709610927565E+18,45.2364430566027,37.218783598277,20.37756,19.9413,STAR,-0.0003157972
1.2376709610867261E+18,37.4892276685175,25.198734832257,17.16567,16.59164,STAR,8.049629E-05
1.2376788600748122E+18,342.683767569094,12.2603705352494,22.00716,21.6265,STAR,-0.0006237435
1.2376623421661517E+18,252.943536177419,20.4482370226104,18.93561,17.49757,STAR,4.452289E-05
1.2376623024386867E+18,226.225046536406,44.8058547749309,17.75448,17.29257,STAR,-0.000491386
1.2376623024450437E+18,241.615936279846,36.1831179859034,16.13642,15.50014,STAR,-0.0007891667
1.2376503704888287E+18,195.815834263611,-2.59543093884216,22.03647,20.82506,STAR,1.016189E-05
1.2376785959437604E+18,1.77670290911567,1.65560576582605,21.71096,21.54629,STAR,4.39407E-05
1.2376663016292355E+18,50.123030747186,0.801508456211964,17.53747,16.64016,STAR,0.0001930386
1.237657589776319E+18,148.461458543144,48.2498746177407,22.46405,20.89819,STAR,-4.538822E-05
1.2376576085748616E+18,130.305359328332,43.0589724421157,20.98696,19.5255,STAR,-0.0001427561
1.2376727633636887E+18,341.49604933172,29.8992275059356,14.59311,14.32788,STAR,-0.0001854748
1.2376655349316326E+18,240.990046241478,18.5063209533344,20.86412,20.51144,STAR,-0.0002729135
1.237665534932812E+18,243.594603340673,17.2964138888862,19.55679,19.28634,STAR,0.0002681186
1.2376625338204163E+18,230.666045368588,10.3303503634325,18.87983,18.16419,STAR,5.629369E-05
1.2376637826001802E+18,30.6456351790777,-1.14214508062346,20.54387,20.64488,STAR,0.0001641646
1.237678858476651E+18,11.7908331014593,11.9130240589742,21.74643,21.39597,STAR,-0.0004325012
1.237650370487911E+18,193.600150678343,-2.51098831630744,22.90864,21.66159,STAR,0.0005149764
1.23766378849049E+18,115.615602476573,49.0872412075903,19.21899,18.62873,STAR,0.0001489477
1.2376728165112218E+18,345.714015095678,25.6732741284673,17.31879,16.81042,STAR,-0.0006998316
1.2376737066540083E+18,121.072076307969,43.0926534218364,23.71269,21.96794,STAR,1.19379E-05
1.2376655349318292E+18,241.556890578414,18.3991314285882,19.40151,19.07713,STAR,-0.0002730126
1.2376672115756892E+18,118.947924042597,13.211644244369,21.33602,20.41781,STAR,9.524564E-05
1.2376662108545354E+18,267.578977983601,25.4278149870996,17.57927,17.29726,STAR,-0.0003828999
1.2376574013353498E+18,117.390523174037,28.3419623315302,17.71268,16.43666,STAR,7.566335E-05
1.2376574013362673E+18,118.909768498254,29.9614312663998,21.37665,20.08349,STAR,-4.018247E-05
1.2376664341860861E+18,330.375765362472,21.2411312260877,24.89984,21.78113,STAR,4.576906E-05
1.237670961087054E+18,38.0378519620164,25.7390463885259,19.86529,20.14185,STAR,-8.104301E-05
1.2376575897747459E+18,143.765105772583,46.5432052952029,21.44066,19.84343,STAR,8.604665E-05
1.2376623410907057E+18,249.170065565409,22.2757355388255,16.23312,15.68441,STAR,-0.0002591292
1.2376788584774372E+18,13.586671719223,11.8085593357345,18.93743,18.64711,STAR,-0.001171346
1.2376674317175357E+18,172.481806737342,28.1016214322198,19.28106,18.99067,STAR,0.0005108431
1.2376675380124058E+18,162.106452036545,23.3898157608307,19.24884,18.76233,STAR,0.002654002
1.2376655349335982E+18,245.218553680356,16.532064120227,16.37211,15.77146,STAR,-0.0001044099
1.2376623024484516E+18,248.329506298132,30.8476471937808,15.87022,15.92564,STAR,-0.0003103564
1.237680311234E+18,12.9293861663903,32.3368273135567,22.81233,21.53308,STAR,-0.0002291878
1.237680246808577E+18,345.934279363438,19.3951611549526,23.47911,22.33974,STAR,-0.0001070604
1.2376785975555523E+18,4.41551633900986,2.73184939085077,23.04365,22.1851,STAR,2.691701E-05
1.2376529447870141E+18,2.54585504291595,16.2072164108861,21.69658,21.35206,STAR,-0.0004081607
1.2376576085774177E+18,136.615676586675,46.8841162155719,21.93556,20.62413,STAR,-0.0001532675
1.2376728165127293E+18,347.315763265235,22.6008016757117,18.61432,18.06047,STAR,-0.0008476225
1.2376662108545362E+18,267.693274915083,25.3824642070901,20.14254,19.53728,STAR,-0.0008484651
1.2376663016312015E+18,54.600604162259,0.723046296291939,19.21606,18.36427,STAR,0.0002325796
1.2376788584621018E+18,337.880218191975,10.702513155762,20.35484,20.22589,STAR,-0.0003853763
1.2376503704721167E+18,157.542779382432,-2.27994434324183,21.61548,21.30782,STAR,0.0005738393
1.2376619722590781E+18,184.451816732718,8.06749375289333,17.68143,17.39201,STAR,0.0005813229
1.2376622680806528E+18,242.971528802354,4.29749734549407,19.51838,19.01233,STAR,-0.0005784833
1.2376517147983227E+18,248.878841078887,46.7346164661926,23.23753,21.80505,STAR,0.000149184
1.2376576085721746E+18,124.763346979138,38.5700908729842,19.59618,19.31709,STAR,6.475332E-05
1.2376675369401068E+18,165.861470058936,23.1232770678439,23.42054,21.99698,STAR,2.671501E-05
1.2376709610917076E+18,43.7001619000127,35.3269904273309,18.87198,18.49202,STAR,-0.0002422011
1.2376655349338604E+18,245.729875612375,16.2202572759989,17.38483,17.426,STAR,-0.0005463992
1.2376655349281587E+18,233.358654021528,21.8886174758791,16.61885,16.30482,STAR,3.97753E-05
1.2376654410004564E+18,246.051397586223,14.8038982915208,19.39367,19.00927,STAR,-0.003844469
1.2376805077246935E+18,355.056761630135,33.8165041217607,21.26253,24.80203,STAR,-7.137628E-06
1.2376503704854858E+18,188.067822500609,-2.52714871350192,21.17185,20.85371,STAR,-0.0003784423
1.237672816514761E+18,349.582206706837,18.4379441897254,20.99865,19.41589,STAR,6.493731E-06
1.2376728165091907E+18,342.986050420722,29.6401993491281,19.10768,18.57429,STAR,-0.0002641624
1.2376683320378655E+18,242.745619492022,9.43769324865922,17.15649,17.23461,STAR,-0.000214589
1.2376709610936732E+18,46.688692800838,39.0654144023796,20.73376,19.23159,STAR,-1.234034E-05
1.237660961328137E+18,136.616269542082,32.8957714272237,25.86097,22.93793,STAR,0.0001930904
1.2376674317164224E+18,169.759430275798,27.7510861476167,21.50723,21.00754,STAR,-0.0001502556
1.237670961087185E+18,38.1840197883881,26.0796526963122,17.02838,16.55621,STAR,0.0005534036
1.2376655671476882E+18,223.749964084836,20.7179654527643,18.54233,17.51567,STAR,-0.0001129729
1.2376584235419569E+18,132.771906439353,4.57133143928385,21.28034,19.8868,STAR,3.295322E-05
1.2376785980764337E+18,327.93837217304,2.68406645655093,23.31994,22.00178,STAR,-0.0001732829
1.2376529447848512E+18,357.378864521276,16.0632575282813,20.92786,19.38419,STAR,-2.746532E-07
1.2376802720363323E+18,333.199042709797,19.328812670324,21.97896,20.91721,STAR,-0.0001388421
1.2376675379996265E+18,132.192859542992,15.8560173159731,18.47128,17.38297,STAR,-4.674714E-05
1.237667536923722E+18,127.638238024021,13.4254492175585,19.87137,18.34578,STAR,0.0001843742
1.2376805077212206E+18,345.794301450994,32.6808964932793,20.81986,20.03875,STAR,-0.0002492467
1.2376503704784077E+18,171.909584050617,-2.47675966334797,18.80173,18.99364,STAR,-8.011728E-05
1.2376785980913746E+18,2.09476904245776,3.22752871688089,18.08323,17.80844,STAR,0.0004461399
1.2376663016301527E+18,52.2491685233518,0.70482013724709,16.50726,15.6097,STAR,0.0002336378
1.2376663016293665E+18,50.3693174318698,0.764436294719668,18.70071,18.07608,STAR,-1.336114E-05
1.237661972270547E+18,210.852935284113,7.22274736297781,17.21987,16.53784,STAR,2.003822E-05
1.237662268067349E+18,212.431417704883,6.88742290519229,21.98847,21.85077,STAR,-0.0001428988
1.237671255835083E+18,72.1287179836127,20.8784481059908,17.40636,16.73866,STAR,0.0001050444
1.2376662119327347E+18,278.271089134811,22.2579583575062,18.11394,17.53211,STAR,-4.81479E-06
1.2376529447838682E+18,355.092031509226,15.9772926376368,19.67828,18.20395,STAR,-2.965421E-05
1.2376663016315948E+18,55.5089470225514,0.665679773830928,20.42801,18.87791,STAR,8.302683E-05
1.237678858476323E+18,10.9531193009789,11.962487489113,21.28302,21.11768,STAR,-4.068885E-05
1.2376788584763884E+18,11.094705078928,11.9013227227352,18.35319,18.02509,STAR,-0.0009790374
1.2376576085753206E+18,131.458705523652,43.7449957589592,20.61945,20.39603,STAR,-5.740011E-05
1.237671939816686E+18,313.334057748066,56.1420585962416,17.76896,16.16708,STAR,-0.000304567
1.2376728165144333E+18,349.362995962273,19.1540337645987,16.93615,16.53168,STAR,-0.0002023794
1.2376785975397586E+18,328.371213262228,2.25910832936677,20.991,20.75458,STAR,-0.0005254504
1.237673706649027E+18,106.309782142872,40.224400147388,18.5847,18.50186,STAR,-0.000188489
1.237650370488435E+18,194.881307760703,-2.54481562302681,20.54899,20.38496,STAR,0.0001392687
1.2376805077245635E+18,354.805474305239,33.7605277043679,21.03587,20.75513,STAR,0.0001266983
1.2376459439793114E+18,57.3416221261871,0.921909884997365,19.69462,19.59626,STAR,0.000263266
1.2376662108544704E+18,267.380180789768,25.4650067355387,19.80328,19.18546,STAR,-0.0003862127
1.237662268080653E+18,243.022574471465,4.38596929699835,17.43852,16.77859,STAR,3.568753E-05
1.2376662119327357E+18,278.230810974639,22.2577206797648,19.85928,19.19238,STAR,-6.079692E-05
1.2376675380126024E+18,162.608593834553,23.3836144954762,19.65585,19.64,STAR,7.657002E-05
1.2376719392860424E+18,328.586157607506,45.4771388711432,18.44127,18.26921,STAR,-0.0006029995
1.2376503704765074E+18,167.565781460283,-2.53190958157701,20.01248,19.9191,STAR,0.0005144989
1.2376655349266516E+18,229.984505502933,23.2427835779579,20.12279,19.95463,STAR,3.82341E-05
1.2376802994206152E+18,340.249207566953,21.5875149160233,18.38455,18.06777,STAR,-0.0007257986
1.2376803112271875E+18,354.51104332461,32.2438337005812,20.16745,19.5687,STAR,-0.0006115836
1.2376709610888236E+18,39.9855244093896,29.3947497124703,18.07667,17.63217,STAR,-0.000723939
1.237671939263365E+18,238.272538512512,60.4304346381893,20.73237,20.00467,STAR,-0.0004476581
1.2376683320315095E+18,228.415491318991,12.7355321935965,24.07903,22.88085,STAR,-0.0001216842
1.2376637825961825E+18,21.4152524798178,-1.11800945172753,19.16865,18.47505,STAR,0.004033648
1.237667536920642E+18,120.971638179151,10.6537142942932,18.44008,18.00724,STAR,0.0001548095
1.2376637884860342E+18,109.709982193258,39.6936494078024,21.14644,20.49498,STAR,3.692173E-06
1.2376503704855514E+18,188.221450251021,-2.64402158953404,21.18698,20.75382,STAR,0.0004945921
1.2376551083820324E+18,203.095918655332,58.7450886313277,21.40592,20.26996,STAR,-0.0001448794
1.237657608572175E+18,124.753183919094,38.5789835528526,21.46972,20.90471,STAR,6.851416E-05
1.2376576085747308E+18,130.142032786859,42.7412453861416,23.83295,21.79431,STAR,-3.964409E-05
1.2376655349335985E+18,245.249498472402,16.4814057082638,16.15227,15.86879,STAR,-0.0009507311
1.237678619578729E+18,30.5988549168518,2.68898523284822,21.61683,20.57787,STAR,0.0001433132
1.2376623024370483E+18,221.437518560254,46.6680779102547,17.89683,17.56354,STAR,-0.0002657767
1.237655108364534E+18,135.013353853721,48.1141343629348,20.69057,19.29476,STAR,-4.234016E-05
1.2376785959446124E+18,3.68893383043167,1.5139098479361,22.93855,21.60555,STAR,4.405468E-05
1.2376556919408558E+18,223.508345536655,-2.29353143134133,18.14901,17.75594,STAR,-0.0002077455
1.237655691941839E+18,225.824465128204,-2.27765419706876,18.81293,17.87423,STAR,-0.0001581163
1.2376805077246938E+18,355.149889862134,33.7753725246507,19.603,18.96948,STAR,2.233422E-05
1.237670961093215E+18,45.8293573606427,38.209622690163,18.99741,18.49769,STAR,-0.0001599461
1.2376503704788664E+18,173.039087512266,-2.52147694582442,17.10763,16.76155,STAR,0.0005460029
1.2376556919366615E+18,214.058474123389,-2.59731692956678,17.7265,17.31048,STAR,9.226751E-05
1.2376788246337948E+18,324.020011931171,3.4847879182009,23.90943,22.35902,STAR,-0.0001263392
1.2376637884924567E+18,119.070516873373,52.9434149316326,23.28472,21.8949,STAR,3.48812E-05
1.2376655349333366E+18,244.588479101824,16.7341760425009,20.56515,20.34825,STAR,0.0001049518
1.237661972262814E+18,193.110795300416,7.87265956285525,21.5041,21.24422,STAR,5.146849E-05
1.2376648176757642E+18,179.871362273466,36.4410656750155,22.22489,20.88032,STAR,0.0002992319
1.2376654410013747E+18,247.991218093778,13.7895216394309,20.74367,19.89105,STAR,-0.0002609066
1.2376529447848512E+18,357.4197945697,16.0130260239033,18.30078,17.21794,STAR,-4.71419E-05
1.237657589774877E+18,144.181944566928,46.630761684261,20.88136,20.72277,STAR,3.480327E-05
1.2376788584796657E+18,18.859200454255,11.6382525420017,21.80468,21.56471,STAR,0.0004232533
1.2376788584801244E+18,19.8536529862848,11.554251327605,22.8601,21.67631,STAR,-2.273339E-05
1.2376662108557156E+18,270.349137733172,24.4982770760454,19.21645,18.7906,STAR,-0.00119028
1.237660751945728E+18,65.0329262564977,27.4933308679217,17.38179,16.53001,STAR,-5.398775E-05
1.237672816514564E+18,349.448948622256,18.9092122672321,16.91464,16.52157,STAR,-0.0002225625
1.2376623367978355E+18,251.656469955223,23.5274716744327,18.86327,19.38965,STAR,-0.0004181704
1.2376737066497482E+18,108.509343721169,40.7995046891847,19.72284,19.32618,STAR,-0.0001269787
1.2376503704806362E+18,176.962054959003,-2.49878943517672,21.272,19.71555,STAR,0.000115849
1.237678802627527E+18,32.0488832924465,5.98143076649001,18.24198,17.9488,STAR,-0.0008896565
1.2376607519471703E+18,65.0503785523771,30.9171570158986,16.54403,15.89769,STAR,-0.0001402497
1.2376674317177324E+18,173.119620532253,28.1359456084486,19.47933,19.10962,STAR,-0.0002851521
1.2376575897857556E+18,182.04855741372,54.4202622143973,18.42183,18.11385,STAR,-0.00043013
1.2376785980931443E+18,6.13124908299159,3.1869251642161,19.52623,19.05624,STAR,-0.0003173972
1.2376675369379436E+18,160.571033908115,22.2970227068126,21.59299,21.41781,STAR,0.0005294314
1.2376805077244316E+18,354.345494088686,33.7105829692875,19.09999,18.74806,STAR,-0.000823412
1.2376677838842107E+18,127.155077541816,13.4453320017541,18.44446,18.01188,STAR,0.001059535
1.2376677838853245E+18,129.53867367597,14.2971732608108,18.72236,18.38973,STAR,-2.635476E-05
1.2376675380080804E+18,151.743168602032,21.3405196523897,17.60909,17.25403,STAR,1.966508E-06
1.2376785980838382E+18,344.781970679054,3.02363896940911,21.49349,21.30708,STAR,-0.0007831439
1.2376663016277281E+18,46.6341951428971,0.643764604179502,20.51672,18.98143,STAR,0.0001214514
1.237655691936924E+18,214.551366904581,-2.50455573198219,18.36031,18.04727,STAR,0.0004956676
1.237678879949128E+18,5.09797392535559,-3.08687893715981,20.25723,19.84855,STAR,-0.0002817847
1.2376459439789181E+18,56.3314726865065,0.866548421205527,19.58437,19.25841,STAR,0.0001410704
1.2376785959468406E+18,8.7844384551745,1.6487073680107,21.20415,20.9767,STAR,-0.0008043899
1.2376663016280556E+18,47.3725449025324,0.820620553172232,17.13867,16.55555,STAR,0.0001146536
1.2376784397026596E+18,44.1392417607858,3.07592377865051,22.50998,21.45529,STAR,0.0005648123
1.2376576085724367E+18,125.196124762916,38.9868210443992,18.4769,17.77978,STAR,3.583248E-05
1.237672816512533E+18,347.141828378547,22.9447258010492,17.83227,17.04149,STAR,-8.729906E-05
1.2376728165146954E+18,349.630104767503,18.6079717739044,20.19881,19.81745,STAR,-0.0002646304
1.23766553493314E+18,244.307753996611,17.0094254759543,20.14855,19.57965,STAR,-0.0008103741
1.2376788600698964E+18,331.196546705646,11.1417767229999,19.11486,18.69778,STAR,-0.0005326964
1.237667783885259E+18,129.505189721733,14.1587811029795,17.89322,17.34998,STAR,7.644703E-05
1.237667431717536E+18,172.594538521518,28.0212577243699,18.10149,17.08979,STAR,0.0001924009
1.2376709610916419E+18,43.7123128494724,35.0154972477887,17.95179,17.36127,STAR,0.0005359331
1.237665534931829E+18,241.395485978791,18.3122390875289,19.07006,17.61748,STAR,0.0001843739
1.2376709610878405E+18,38.7984807688901,27.4207475926293,19.40536,18.8041,STAR,0.001045432
1.2376683320355717E+18,237.643520847943,10.7637615897749,18.03001,17.66418,STAR,0.0004990774
1.2376803112277775E+18,356.066783165708,32.3116132937575,20.80996,19.90335,STAR,-0.0005663745
1.2376574013367918E+18,119.826058902766,30.9408343306747,20.13962,19.35467,STAR,-0.0003548709
1.2376709610913142E+18,43.1859060596537,34.4825089677058,18.56746,17.97343,STAR,-0.0003992319
1.237678598097404E+18,15.8514051037707,3.19116655392322,17.09906,16.7379,STAR,-0.0006619328
1.2376503704862067E+18,189.788529777408,-2.58089473732606,21.30197,20.97513,STAR,0.0005850958
1.2376576085649661E+18,112.332312372912,25.8710476937791,20.95892,20.5645,STAR,-7.907968E-05
1.2376709610911173E+18,43.0158473556942,34.0101263621938,16.4223,15.75872,STAR,-0.0001484388
1.2376795043248212E+18,14.4075588058488,20.3108753488379,22.51686,21.29172,STAR,0.0001995881
1.237668332026E+18,215.628737296437,15.0627165933502,19.44245,18.0153,STAR,1.512133E-05
1.237662342166611E+18,253.701006940005,19.7902409581785,21.39506,20.94682,STAR,-0.0006063617
1.2376575897754012E+18,145.654329671291,47.3059950124075,22.68331,21.18938,STAR,-3.440715E-05
1.2376575897762537E+18,148.362358899656,48.235110595694,21.93533,21.64821,STAR,-0.0003713182
1.23766743170764E+18,147.771466152002,23.8193735622853,20.91688,20.77073,STAR,-0.000407111
1.2376503704855514E+18,188.301564422121,-2.66520926374757,21.04981,20.59487,STAR,0.0008666784
1.2376606359975363E+18,163.126884398045,45.7868733804098,28.9032,21.181,STAR,-0.000188226
1.2376662119276877E+18,266.62186446784,26.7170405868475,17.24021,16.67171,STAR,-0.0001243831
